;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;PHP;MySQL;JavaScript;Git;HTML;jQuery;Yii;CSS;ООП;1С-Битрикс;Другие навыки
33;37;34249103;PHP-программист;Новосибирск;4;3;ИОМ Анкетолог;0.03333333333333333;"Anketolog.ru - российский проект, предоставляющий услуги для сферы В2В2C по проведению социологических и маркетинговых исследований. Компания основана в 2010 году.Мы ищем ответственного разработчика на PHP, который способен быстро подключиться к работе над проектом. Необходимые навыки и знания:  Хорошие знания PHP 5+; Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.); Понимание принципов MVC; Знание HTML, CSS и Javascript; Знание SQL (индексы, джоины и пр.).  Будет плюсом:  Знание фреймворков Yii, Symfony; Опыт работы с mongodb, sphinx, elasticsearch; Опыт работы с Javascript библиотеками: backbonejs, marionettejs, react; Опыт работы с системами правления версиями (git).  Условия:  работа в IT-проекте;   молодой коллектив;   возможность карьерного роста; офис в центре города; достойная и своевременная заработная плата с возможностью роста;   официальное трудоустройство; размер заработной платы обсуждается на собеседовании. ";"  работа в IT-проекте;   молодой коллектив;   возможность карьерного роста; офис в центре города; достойная и своевременная заработная плата с возможностью роста;   официальное трудоустройство; размер заработной платы обсуждается на собеседовании. ";Хорошие знания PHP 5+. Понимание ООП (классы, наследование, интерфейсы, трейты, паттерны и пр.). Понимание принципов MVC. Знание HTML, CSS...;Работа в IT-проекте.;"Yii;PHP;PHP7;CSS3;JavaScript;jQuery;marionettejs;reactjs;Backbone";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;1
34;14;34089388;PHP-программист;Екатеринбург;5;2;Тех-Ник;0.03333333333333333;В IT-команду компании требуется php-программист для участия в поддержке и развитии внутренних crm-систем компании, полная занятость, полный рабочий день. Работа в офисе Требования: * Опыт разработки на php * Опыт работы с SQL БД (у нас MySQL) * Знание английского для чтения документации Задачи: * Поддержка/эксплуатация существующих систем * Добавления нового функционала в системы В наших проектах: * Ubuntu, PHP 7.x, немного Node.js, ElasticSearch * Контроль версий: git   Заработная плата рассматривается в рамках ожиданий кандидатов;;Опыт разработки на php. * Опыт работы с SQL БД (у нас MySQL). * Знание английского для чтения документации.;Поддержка/эксплуатация существующих систем. * Добавления нового функционала в системы. В наших проектах: * Контроль версий: git.;"PHP;MySQL";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
35;5;34248299;Senior PHP developer (Yii2);Новосибирск;6;3;Americor Funding Inc;0.03333333333333333;"Привет! Меня зовут Лена. Я тимлид ключевого продукта Americor — нашей внутренней CRM платформы и ищу классных разработчиков к нам в команду. О компании  Мы – одна из самых быстрорастущих FinTech компаний на рынке США. Нам 3.5 года и нас оценивают в более чем $400 млн, планируем через 2 года выйти на IPO с оценкой $1 млрд +. Мы решаем огромную проблему перекредитования населения и помогаем простым людям выбраться из долговой ямы.  В связи с нашим ростом, нам нужны опытные бойцы (PHP-разработчики) в команду для поддержания темпа роста и решения множества интересных задач.  У нас программисты влияют на решения Перед каждой задачей мы решаем вопросы: понимаю ли я зачем мы делаем задачу? согласен ли я что нужно ее делать? есть ли другие решения задачи? Не делаем, если сомневаемся. Делаем только самое важное. Выкидываем минорные use-cases, если их сложно делать. Рассматриваем и обсуждаем предложения по улучшению и рефакторингу. Мы хотим сделать хороший продукт Мы используем новые популярные технологии, только если они решают наши проблемы. Помним про технический долг и поддерживаем проект в удобном для разработки виде. Максимально используем средства фреймворка. Когда эти средства не подходят, проектируем свои подходы. Мы за простые решения Упрощать здорово. Усложняй, только если это оправданно. Используй сторонние решения. Не пиши велосипеды. Не делай лишнего. Сделай только то, что нужно для решения задачи. Сделай хорошо. Мы используем технологии PHP 7+, Yii2, MariaDB Twitter Bootstrap, React, LESS Вебсокеты для realtime синхронизации действий на платформе. Digium Switchvox и WebRTC для звонков Github, Jira, Slack, Confluence Тебе подойдет наша команда, если У тебя большой опыт разработки на PHP (от 5 лет) с использованием фреймворка Yii2 (от 3 лет); Ты в курсе особенностей поддержки и развития больших проектов долгое время, умеешь предполагать потенциальные проблемы; Знаешь что такое постоянно меняющиеся требования к функционалу и как выбирать между скоростью и качеством; Знаешь как писать быстрые SQL запросы, профилировать производительность, находить узкие места; Умеешь делать интерфейсы как встроенными средствами Yii2 (Pjax), так и с помощью js фреймворков (React); Был опыт использования API сторонних сервисов, так и опыт разработки собственного REST API; Знаешь как работать с Linux серверами (CentOS);   Мы можем не сработаться если   Ты не серьезно подходишь к распределению рабочего времени. Удаленная работа требует дисциплины и самоорганизации. Ты не доводишь задачи до конца, желая скорее сдать работу. Ты не переносишь legacy код. Есть legacy части, которые нет смысла и желания переписывать. Ты очень любишь спорить и не идешь на компромиссы. Ты перфекционист и делаешь идеальные решения долго и упорно. Мы предлагаем Удалённую работу на полный рабочий день, гибкий график. Работу над интересными задачами. Возможность улучшать знания английского языка. Достойный уровень заработной платы (обсуждается на собеседовании). Оплачиваемый отпуск. Что надо сделать? высылай резюме пообщаемся лично";;Мы хотим сделать хороший продукт. У тебя большой опыт разработки на PHP (от 5 лет) с использованием фреймворка Yii2...;Выкидываем минорные use-cases, если их сложно делать. Максимально используем средства фреймворка. Когда эти средства не подходят, проектируем свои подходы. ;"Git;Yii;JavaScript;Linux;SQL;PHP;Bootstrap;jQuery;HTML;CSS;Less;MySQL";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1
36;45;34273049;PHP-программист;Екатеринбург;3;2;Сушкоф, ресторан и служба доставки;0.0;В компанию Сушкоф требуется PHP-программист в команду разработки внутренней системы автоматизации.Требования:- опыт PHP-разработки от 3 лет, опыт разработки на MVC-фреймворках- хорошее знание MySQL, опыт оптимизации SQL-запросов- javascript/JQuery (большим плюсом будет знание VueJs, ES6+, Angular1)- cистемы контроля версий: mercurial, git- обучаемость, умение работы в команде Обязанности: - разработка внутренней системы автоматизации и обработки заказов (Yii 1 framework) - разработка нового функционала в соответствии с техническим заданием и развитие существующих модулей - работа в тесном взаимодействии с другими разработчиками и менеджером проекта Условия работы: - зарплата по результатам собеседования - официальное трудоустройство согласно ТК РФ - возможность проявлять свои таланты в работе над крупным сложным проектом - скидка для сотрудников компании Благодарим Вас за интерес, проявленный к нашей Компании. Ваше резюме будет рассмотрено не позднее чем за 3 рабочих дня с момента его получения.Если Ваш опыт работы и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам;;опыт PHP-разработки от 3 лет, опыт разработки на MVC-фреймворках. - хорошее знание MySQL, опыт оптимизации SQL-запросов. - ;разработка нового функционала в соответствии с техническим заданием и развитие существующих модулей. - работа в тесном взаимодействии с другими разработчиками и...;"JavaScript;jQuery;MySQL;Git;Mercurial;PHP;SQL";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1
37;0;33939869;Стажер-программист PHP;Новосибирск;3;3;Ай Ти Констракт;0.0;Хочешь стать профессиональным веб-программистом?Мы — компания, которая делает веб-проекты для многих российских компаний. Нам нужны веб-программисты, и поэтому мы готовы помочь вам стать ими. На стажировку мы принимаем только тех, кто хочет работать в нашей компании:  Студентов 3 курса и старше, получающих высшее образование в области информационных технологий Опытных разработчиков, желающих освоить 1С-Битрикс на профессиональном уровне    Как проходит стажировка?  Стажировка предполагает дистанционное самообучение. Не требуется присутствия в офисе. Мы консультируем вас, проверяем практические задания, даем рекомендации Персональный наставник. Стажировку курирует профессиональный наставник с 15-летним опытом в веб-разработке Возможность стажироваться в нашем офисе. На заключительных блоках стажировки лучших из вас мы приглашаем к нам в офис. Соглашаться или нет, решаете самостоятельно Без ограничений по времени. Мы не торопим вас и не ставим жестких сроков. Однако надеемся, что вы будете интенсивно заниматься и освоите программу стажировки за 3 месяца    Программа стажировки Блок 1. Общее представление о веб-разработке, погружение в профессиюВ рамках прохождения этого блока вы изучаете теоретические материалы, а затем проходите устное собеседование по полученным знаниям. Собеседование проходит в офисе ITConstruct, или дистанционно по Skype Блок 2. Frontend-разработкаЗдесь вы получаете минимальные знания по верстке сайтов, необходимые любому веб-разработчику. Для закрепления знаний предполагается выполнение практического задания Блок 3. Backend-разработка на связке PHP/MySQLПервое знакомство с backendом.Вы научитесь проектировать базы данных, работать с SQL, создадите базу данных на СУБД MySQL.Вы освоите PHP на базовом уровне, научитесь применять документацию Блок 4. Bitrix-разработкаПогружение в Backend-разработку. Вы близко познакомитесь с 1С-Битрикс и сделаете свой первый сайт на этой платформе. На этом ваша стажировка будет завершена   А что в итоге? Персональные сертификаты, подтверждающие вашу квалификацию5 сертификатов от 1C-Битрикс + сертификат об окончании стажировки от ITConstruct Реальный практический опытПолученные знания не оторваны от реальности, они являются практической базой для дальнейшего профессионального роста Денежные бонусыЗа прохождение 3 и 4 блоков стажировки вы получаете по 5000 рублей Продолжение карьерыЛучшие выпускники получат предложение продолжить карьеру в ITConstruct в должности Junior веб-разработчик с зарплатой до 30000 рублей Получите востребованную профессию, откликайтесь на нашу вакансию и мы сориентируем по дальнейшим действиям!;;Студентов 3 курса и старше, получающих высшее образование в области информационных технологий. Опытных разработчиков, желающих освоить 1С-Битрикс на...;Блок 1. Общее представление о веб-разработке, погружение в профессию. В рамках прохождения этого блока вы изучаете теоретические материалы, а...;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0
38;41;34016037;PHP-программист;Новосибирск;3;3;Бизнес Решения;0.0;"Крупному порталу о недвижимости требуется PHP-программист на удаленку! Нам нужен самостоятельный профи с высоким уровнем ответственности и самоконтроля. Стек технологий:  php7 mysql redis mongoDB yii2 git symfony  Основные задачи:  разработка и поддержка функциональных частей проекта; разработка и покрытие тестами отдельных участков; профилирование и отладка сложных участков.  Для нас важно:  опыт разработки порталов; уверенные знания PHP7, MySQL; умение работать в команде и разбираться в чужом коде.  Условия:  Работа удаленная, полная занятость; Испытательный срок — 2 месяца; График работы: 8-ми часовой рабочий день, 5 дней в неделю, основное время с 9:00 до 17:00 мск. быть на связи Зарплата обсуждается по итогам собеседования с Team-leader. ";"  Работа удаленная, полная занятость; Испытательный срок — 2 месяца; График работы: 8-ми часовой рабочий день, 5 дней в неделю, основное время с 9:00 до 17:00 мск. быть на связи Зарплата обсуждается по итогам собеседования с Team-leader. ";Опыт разработки порталов. Уверенные знания PHP7, MySQL. Умение работать в команде и разбираться в чужом коде.;Разработка и поддержка функциональных частей проекта. Разработка и покрытие тестами отдельных участков. Профилирование и отладка сложных участков.;"MySQL;MongoDB;Git;Yii;Redis;PHP";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;0;0;1
39;56;33943718;PHP-программист;Новосибирск;3;3;Резольвента;0.0;В маленькую, но крутую команду веб разработчиков, ищутся такие же крутые специалисты, а также желающие таковыми стать. У нас всего два требования к кандидатам:  Знание PHP Понимание, и главное умение применять на практике принципы ООП и всем известные простые сокращения KISS, DRY, YAGNI.  А если в дополнение к этому ты умеешь писать тесты и любишь чистый код, то у нас почти на 100% случится взаимная любовь с первого взгляда. На чем мы пишем?  Бэкэнд: PHP 7+, Symfony и Laravel, Elastic (только когда он реально нужен) БД: MySQL Тесты: PHPUnit, Codeception Docker как среда разработки Фронт: Vue, Webpack, SCSS  Как мы пишем?  Проводим Code review Следуем лучшим практикам Любим чистый код - простой, понятный, лаконичный Пишем автотесты  Что мы пишем? Большие проекты, со сложной бизнес логикой и реальными пользователями. Что еще?  У нас нет HR, бюрократии, авралов и длинных коммуникаций. У нас есть директор-программист и команда сильных разработчиков. В первую очередь мы будем смотреть твой код, потом на все остальное. Про кофе, печеньки, гибкий график и офис в центре города даже не пишем... Это неинтересно и есть у всех. У нас тоже. ;;Знание PHP. Понимание, и главное умение применять на практике принципы ООП и всем известные простые сокращения KISS, DRY, YAGNI. ;Docker как среда разработки.;"MySQL;CSS3;Ajax;PHP;HTML;ООП;CSS;JavaScript;Git;HTML5";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1
40;84;33826427;Программист/Разработчик PHP;Новосибирск;3;3;ТЭК-Торг;0.03333333333333333;"Обязанности:  устранение инцидентов и причин их возникновения в Web-приложении; внесение исправления в БД или в программный код для решения инцидента; решение системных проблем, порождающих инциденты; реализация дополнительного функционала, рефакторинг; выполнение доработок системы, реализация которых снижает число обращений и число инцидентов; выполнение запросов, требующих внесение изменений в БД внештатными средствами; развитие автоматизированного тестирования    Требования:  аналитический склад ума; опыт работы в области разработки ПО; владение PHP 7, SQL, JavaScript; базовое знание OC Linux желательно; опыт работы с системой контроля версий исходных текстов    Условия: - работа удалённая; - работа в крупнейшей компании в отрасли   Предусмотрено тестовое задание";" - работа удалённая; - работа в крупнейшей компании в отрасли   Предусмотрено тестовое задание";Аналитический склад ума. Опыт работы в области разработки ПО. Владение PHP 7, SQL, JavaScript. Базовое знание OC Linux желательно. ;Устранение инцидентов и причин их возникновения в Web-приложении. Внесение исправления в БД или в программный код для решения инцидента. ;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
41;7;34249922;Программист-Стажёр PHP;Омск;3;4;Panda Lab;0.03333333333333333;"Мы ищем начинающих специалистов желающих учиться в области web-программирования. От вас базовые знания программирования и желание обучаться. Обязанности:  Разработка сайтов (PHP, JS, MySQL); Поддержка кода; Работа в команде;  Требования:  Базовые знания в программировании; Базовые знания ООП.  Условия:  Официальное оформление по ТК РФ. Своевременная оплата труда; Возможности профессионального и карьерного роста; Чай, кофе в офисе, корпоративные обеды; Современный офис в центре города с большими панорамными окнами на Иртыш. ";"  Официальное оформление по ТК РФ. Своевременная оплата труда; Возможности профессионального и карьерного роста; Чай, кофе в офисе, корпоративные обеды; Современный офис в центре города с большими панорамными окнами на Иртыш. ";Базовые знания в программировании. Базовые знания ООП.;Разработка сайтов (PHP, JS, MySQL). Поддержка кода. Работа в команде.;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
42;21;34034235;PHP-разработчик;Омск;3;4;AcidHead;0.06666666666666667;"Обязанности:  разработка веб-сайтов и приложений.  Требования:  опыт программирования на PHP; опыт работы с базами данных, владение SQL; опыт адаптивной верстки HTML, CSS; знание английского языка на уровне чтения технической документации; желание развиваться.  Приветствуется:  опыт с Laravel и/или Wordpress; опыт работы в команде; опыт программирования на JavaScript; опыт использования Linux; опыт работы с системами контроля версий; умение оценивать задачи и сроки их выполнения.    Вакансия доступна для студентов старших курсов, со знанием теории и без опыта работы. Разработка/доработка сайтов клиентов на базе Wordpress, работа с проектами на базе Laravel. Свободный рабочий график, возможность совмещать работу и учебу.";;Опыт программирования на PHP. Опыт работы с базами данных, владение SQL. Опыт адаптивной верстки HTML, CSS. Знание английского языка на...;Разработка веб-сайтов и приложений. Разработка/доработка сайтов клиентов на базе Wordpress, работа с проектами на базе Laravel. ;"JavaScript;CSS;HTML;PHP;MySQL";0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;1;1;0;1;0;0;1;0;0;0
43;44;20661813;PHP-разработчик;Омск;3;4;Ronas IT;0.0;"Обязанности:  разработка веб-сайтов и приложений.  Требования:  опыт программирования на PHP; опыт работы с базами данных, владение SQL; знание английского языка на уровне чтения технической документации; желание развиваться.    Приветствуется:  опыт с фреймворком Laravel; опыт работы в команде; опыт программирования на JavaScript, NodeJS; опыт использования Linux; опыт работы с системами контроля версий; опыт проектной работы; умение оценивать задачи и сроки их выполнения.  Условия:  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата.   ";"  дружеская атмосфера; интересные проекты для различных иностранных компаний; просторный офис в самом центре города, открытый 24/7; свободный рабочий график; возможность совмещать работу и учебу; полный социальный пакет; обучение английскому языку за счет компании; программа компенсации затрат на обеды; программа компенсации медицинских расходов; конкурентная заработная плата.   ";Опыт программирования на PHP. Опыт работы с базами данных, владение SQL. Знание английского языка на уровне чтения технической документации. ;Разработка веб-сайтов и приложений.;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
44;29;33987847;PHP-программист;Ростов-на-Дону;2;1;retailCRM;0.06666666666666667;"retailCRM — это крупнейшая CRM для омниканальной и онлайн-торговли. Мы делаем лучшее решение на рынке, которое помогает эффективно развивать и масштабировать бизнес наших клиентов. Наш проект работает как SaaS, которым каждый день пользуются несколько тысяч клиентов. Также мы внедряем enterprise-версию системы в крупные ecommerce-проекты, входящие в ТОП-100. retailCRM вырос с нуля до большого высоконагруженного проекта (3 датацентра в Европе и России, 50+ млн запросов к backend в сутки, 50+ тысяч запросов к БД в секунду, 6+ млн фоновых задач в сутки). В работе вы сможете использовать самые новые технологии (PHP7, Symfony, PostgreSQL, Go, Vue, Python). Мы ценим время нашей команды, автоматизируя внутренние процессы с помощью git, docker, gitlab, jenkins, slack, zabbix, pinba автоматических деплоев и организуя работу по Scrum.Как устроена разработка retailCRM можно посмотреть в ролике youtube.com/watch?v=xAdmPgjLuSEfeature=youtu.be Требования к кандидатам:  понимание и применение принципов ООП; опыт программирования на PHP от 2-х лет; знание теории баз данных, SQL; базовые знания client-side технологий (html/css, js); работа с Linux на уровне пользователя, ssh, навык работы с bash.  Будет большим плюсом:  опыт использования средств поддержки коллективной разработки (Git/Mercurial/Subversion, Redmine/Jira); опыт работы с MySQL, PostgreSQL, Oracle; опыт работы с какими-либо распространенными PHP-фреймворками и/или CMS.  Условия работы:  Хорошая заработная плата с регулярным повышением; Работа по SCRUM методологии; Гибкий график; Оплата обучения за счет компании; Профессиональный рост. ";;Понимание и применение принципов ООП. Опыт программирования на PHP от 2-х лет. Знание теории баз данных, SQL. ;;"PHP;MySQL;JavaScript;Git;HTML";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
45;24;34103635;Программист/Разработчик PHP;Казань;2;0;ТЭК-Торг;0.03333333333333333;"Обязанности:  устранение инцидентов и причин их возникновения в Web-приложении; внесение исправления в БД или в программный код для решения инцидента; решение системных проблем, порождающих инциденты; реализация дополнительного функционала, рефакторинг; выполнение доработок системы, реализация которых снижает число обращений и число инцидентов; выполнение запросов, требующих внесение изменений в БД внештатными средствами; развитие автоматизированного тестирования    Требования:  аналитический склад ума; опыт работы в области разработки ПО; владение PHP 7, SQL, JavaScript, Zend; базовое знание OC Linux желательно; опыт работы с системой контроля версий исходных текстов    Условия:  работа в стабильной компании; график работы: Пн-Пт; официальная заработная плата (уровень обсуждаем на собеседовании); офис по адресу: ул. Айвазовского, 3 А    Предусмотрено тестовое задание";"  работа в стабильной компании; график работы: Пн-Пт; официальная заработная плата (уровень обсуждаем на собеседовании); офис по адресу: ул. Айвазовского, 3 А    Предусмотрено тестовое задание";Аналитический склад ума. Опыт работы в области разработки ПО. Владение PHP 7, SQL, JavaScript, Zend. Базовое знание OC Linux желательно. ;Устранение инцидентов и причин их возникновения в Web-приложении. Внесение исправления в БД или в программный код для решения инцидента. ;"PHP;MySQL;JavaScript;Git;HTML";0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
46;73;34032177;Программист-разработчик (PHP, SQL);Казань;2;0;Внимание!;0.5;"Мы ищем, в первую очередь, члена команды, а во-вторую очередь, сотрудника на должность программиста.   О НАШЕЙ КОМАНДЕ В мае 2019 года, наша компания отметила свое 11-летие. За это время, по мимо всего прочего, мы сформировали свою кадровую стратегию:  нам нужны ЛЮДИ, а не роботы, нам нужна КОМАНДА, а не штат, основное требование к кандидатам - лояльность к компании, лояльность к сотрудникам - один из приоритетов компании (командоориентированность).  Приоритеты компании:  Клиентоориентированность - каждый член команды, должен работать, так, чтобы превосходить самые смелые ожидания клиента, как минимум на 101%, делая его счастливым клиентом! Командоориентированность - каждый член команды (в т.ч. руководство компании), должен относится к своему коллеги как к клиенту,делая его счастливым! Ориентированность на инновации - все члены команды, находятся в постоянном поиске инновационных способов решения своих задач и задач своих клиентов.  Наш девиз: Внимание к мелочам в большом деле безопасности!   О ВАКАНСИИ: Обязанности:  Развитие существующего ПО; Разработка новых модулей к существующему ПО; Разработка нового ПО, под проект; Составление ТЗ (по описанию задачи) для утверждения; Работа с ТЗ заказчика; Работа с фрилансерами и подрядчиками (в случае, если часть задач отдаем на аутсорс); Разработка план-графиков и их 100% выполнение.  Требования: Личностные качества:  Командный игрок, Самостоятельность, Активность, Инициативность, Ответственность, Аккуратность, Внимательность, Высокий уровень лояльности к работодателю, Коммуникабельность, грамотная речь/письмо.  Деловые качества:  Знание PHP, SQL, JS - обязательны; Знание других языков и технологий - дополнительное преимущество; Опыт работы с базами данных (глубокая настройка, оптимизация работы и т.п.) MySQL, PostgreSQL - обязательно; Опыт работы с NoSQL (MongoDB, ClickHouse и т.п.) - привествуется; Опыт работы с данными временных рядов - преимущество; Опыт разработки высоконагруженных систем - преимущество; Навыки делового общения, Соблюдение субординации, Трудолюбие, Умение работать на командный результат.  Условия:  Интересная работа в дружном коллективе, Возможность проявить себя, Лояльное руководство, Возможен гибкий график и/или удаленная работа, Рассматриваем как проектных так и постоянных сотрудников, с полной или частичной занятостью, Оклад + премии (обсуждается индивидуально), Компенсации передвижений (если потребовались), Корпоративная связь.    Если Вам подходят наши условия, Вас не испугали наши требования и Вы уверены, что справитесь с обязанностями, смело откликайтесь, прямо сейчас! Мы индивидуально рассматриваем каждого кандидата!";  Интересная работа в дружном коллективе, Возможность проявить себя, Лояльное руководство, Возможен гибкий график и/или удаленная работа, Рассматриваем как проектных так и постоянных сотрудников, с полной или частичной занятостью, Оклад + премии (обсуждается индивидуально), Компенсации передвижений (если потребовались), Корпоративная связь.    Если Вам подходят наши условия, Вас не испугали наши требования и Вы уверены, что справитесь с обязанностями, смело откликайтесь, прямо сейчас! Мы индивидуально рассматриваем каждого кандидата!;Командный игрок. Самостоятельность, Активность, Инициативность. Ответственность. Аккуратность, Внимательность. Высокий уровень лояльности к работодателю. Коммуникабельность, грамотная речь/письмо. Знание PHP, SQL...;Развитие существующего ПО. Разработка новых модулей к существующему ПО. Разработка нового ПО, под проект. Составление ТЗ (по описанию задачи) для...;"Офисная техника;Работа в команде;Деловая переписка;Деловое общение;Пользователь ПК;Грамотная речь;Деловая коммуникация;Работа с оргтехникой;Ориентация на результат;Веб-программирование;Серверное программирование;Cистемы управления базами данных;SQL;PHP;JavaScript;PostgreSQL;MySQL";0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1
47;22;34278383;PHP-программист;Тюмень;0;0;Домино;0.0;"В связи с расширением отдела приглашаем в нашу команду PHP-программиста, Требования:  Хорошие знания языков программирования: PHP, SQL, HTML, CSS, JavaScript, Ajax, jquery Желание и умение чисто писать код, используя паттерны Опыт разработки веб-сайтов Умение ставить и вести задачи, соблюдать сроки.  Условия:  Достойный уровень вознаграждения (обсуждается при собеседовании индивидуально); Возможности для прокачки профессиональных навыков; Офис в одном из самых востребованных районов города с большой парковкой; Насыщенная корпоративная жизнь; Интересные web-проекты по недвижимости. ";"  Достойный уровень вознаграждения (обсуждается при собеседовании индивидуально); Возможности для прокачки профессиональных навыков; Офис в одном из самых востребованных районов города с большой парковкой; Насыщенная корпоративная жизнь; Интересные web-проекты по недвижимости. ";Хорошие знания языков программирования: PHP, SQL, HTML, CSS, JavaScript, Ajax, jquery. Желание и умение чисто писать код, используя паттерны. ;;"PHP;MySQL;JavaScript;Git;HTML";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
