;Index;id;name;city;min_salary;max_salary;company;days_from_publication;description;conditions;requirement;responsibility;key_skills;Тюмень;Челябинск;Казань;Екатеринбург;Другие города;experience_Более 6 лет;experience_Нет опыта;experience_От 1 года до 3 лет;experience_От 3 до 6 лет;schedule_Гибкий график;schedule_Полный день;schedule_Сменный график;schedule_Удаленная работа;employment_Полная занятость;employment_Проектная работа;employment_Стажировка;employment_Частичная занятость;Python;PostgreSQL;Git;Django Framework;ООП;СУБД;MySQL;SQL;back end;Веб-программирование;Другие навыки
9;55;34004579;Python разработчик;Омск;4;0;Ingate;0.0;Компания Ingate в поисках Python разработчика Холдинг Ingate входит в тройку российских лидеров в сфере интернет-маркетинга и информационных технологий. Уже более 18 лет наша компания предоставляет качественные услуги и использует новейшие методы в области поискового продвижения, рекламы в социальных сетях и интернет-маркетинга для компаний и брендов с мировым именем. В штате холдинга работает более 700 профессионалов. Компания имеет 3 офиса: в Москве, Санкт-Петербурге, и головной – в Туле. Обязанности:  Проектирование и реализация программных систем Доработка, отладка и оптимизация существующих программ Анализ и решение сложных технических проблем  Требования:  Знание Python и опыт разработки на нем от 2 лет Желательно знание базовых структур данных и операций над ними Желателен опыт работы с Django, Tornado, Flask, Falcon  Условия:  Рассматриваем вариант удаленного сотрудничества. Также возможна работа в любом из 3х офисов компании - Тула (в случае готовности к переезду, помогаем со съемом жилья - оплачиваем первые три месяца), Москва и Санкт-Петербург ЗП: 70 000 фикс оклад + премия за КPI (от 30 000) - на период исп. срока 3 месяца и основной период – принцип расчета оклада и бонуса не меняется. Стабильная, надёжная ИТ-компания (18 лет на рынке), лидеры рынка (в тройке в сфере интернет-маркетинга в России). Прогрессивные технологии, гибкое и разумное применение основного и дополнительного стека и методологии Agile. Интересные, сложные, востребованные на рынке проекты (высоконагруженные интернет-сервисы для продвижения в поиске и не только). Самодостаточные команды: программисты, разработчики, тим-лиды, тестировщики, проектировщики интерфейсов, менеджеры проектов – весь необходимый набор спецов. Система грейдов внутри отдела, индивидуальные планы развития сотрудников, наставничество, возможность вырасти до ведущего разработчика (120-130 000 руб) и далее до архитектора. Обучение за счет компании (наша собственная программа развития сотрудников + внешнее обучение).  Ждем тебя в нашей команде!;  Рассматриваем вариант удаленного сотрудничества. Также возможна работа в любом из 3х офисов компании - Тула (в случае готовности к переезду, помогаем со съемом жилья - оплачиваем первые три месяца), Москва и Санкт-Петербург ЗП: 70 000 фикс оклад + премия за КPI (от 30 000) - на период исп. срока 3 месяца и основной период – принцип расчета оклада и бонуса не меняется. Стабильная, надёжная ИТ-компания (18 лет на рынке), лидеры рынка (в тройке в сфере интернет-маркетинга в России). Прогрессивные технологии, гибкое и разумное применение основного и дополнительного стека и методологии Agile. Интересные, сложные, востребованные на рынке проекты (высоконагруженные интернет-сервисы для продвижения в поиске и не только). Самодостаточные команды: программисты, разработчики, тим-лиды, тестировщики, проектировщики интерфейсов, менеджеры проектов – весь необходимый набор спецов. Система грейдов внутри отдела, индивидуальные планы развития сотрудников, наставничество, возможность вырасти до ведущего разработчика (120-130 000 руб) и далее до архитектора. Обучение за счет компании (наша собственная программа развития сотрудников + внешнее обучение).  Ждем тебя в нашей команде!;Знание Python и опыт разработки на нем от 2 лет. Желательно знание базовых структур данных и операций над ними. ;Проектирование и реализация программных систем. Доработка, отладка и оптимизация существующих программ. Анализ и решение сложных технических проблем.;"Python;PostgreSQL;Git;Django Framework;ООП";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
10;80;34004652;Python разработчик;Самара;4;0;Ingate;0.0;Компания Ingate в поисках Python разработчика Холдинг Ingate входит в тройку российских лидеров в сфере интернет-маркетинга и информационных технологий. Уже более 18 лет наша компания предоставляет качественные услуги и использует новейшие методы в области поискового продвижения, рекламы в социальных сетях и интернет-маркетинга для компаний и брендов с мировым именем. В штате холдинга работает более 700 профессионалов. Компания имеет 3 офиса: в Москве, Санкт-Петербурге, и головной – в Туле. Обязанности:  Проектирование и реализация программных систем Доработка, отладка и оптимизация существующих программ Анализ и решение сложных технических проблем  Требования:  Знание Python и опыт разработки на нем от 2 лет Желательно знание базовых структур данных и операций над ними Желателен опыт работы с Django, Tornado, Flask, Falcon  Условия:  Рассматриваем вариант удаленного сотрудничества. Также возможна работа в любом из 3х офисов компании - Тула (в случае готовности к переезду, помогаем со съемом жилья - оплачиваем первые три месяца), Москва и Санкт-Петербург ЗП: 70 000 фикс оклад + премия за КPI (от 30 000) - на период исп. срока 3 месяца и основной период – принцип расчета оклада и бонуса не меняется. Стабильная, надёжная ИТ-компания (18 лет на рынке), лидеры рынка (в тройке в сфере интернет-маркетинга в России). Прогрессивные технологии, гибкое и разумное применение основного и дополнительного стека и методологии Agile. Интересные, сложные, востребованные на рынке проекты (высоконагруженные интернет-сервисы для продвижения в поиске и не только). Самодостаточные команды: программисты, разработчики, тим-лиды, тестировщики, проектировщики интерфейсов, менеджеры проектов – весь необходимый набор спецов. Система грейдов внутри отдела, индивидуальные планы развития сотрудников, наставничество, возможность вырасти до ведущего разработчика (120-130 000 руб) и далее до архитектора. Обучение за счет компании (наша собственная программа развития сотрудников + внешнее обучение).  Ждем тебя в нашей команде!;  Рассматриваем вариант удаленного сотрудничества. Также возможна работа в любом из 3х офисов компании - Тула (в случае готовности к переезду, помогаем со съемом жилья - оплачиваем первые три месяца), Москва и Санкт-Петербург ЗП: 70 000 фикс оклад + премия за КPI (от 30 000) - на период исп. срока 3 месяца и основной период – принцип расчета оклада и бонуса не меняется. Стабильная, надёжная ИТ-компания (18 лет на рынке), лидеры рынка (в тройке в сфере интернет-маркетинга в России). Прогрессивные технологии, гибкое и разумное применение основного и дополнительного стека и методологии Agile. Интересные, сложные, востребованные на рынке проекты (высоконагруженные интернет-сервисы для продвижения в поиске и не только). Самодостаточные команды: программисты, разработчики, тим-лиды, тестировщики, проектировщики интерфейсов, менеджеры проектов – весь необходимый набор спецов. Система грейдов внутри отдела, индивидуальные планы развития сотрудников, наставничество, возможность вырасти до ведущего разработчика (120-130 000 руб) и далее до архитектора. Обучение за счет компании (наша собственная программа развития сотрудников + внешнее обучение).  Ждем тебя в нашей команде!;Знание Python и опыт разработки на нем от 2 лет. Желательно знание базовых структур данных и операций над ними. ;Проектирование и реализация программных систем. Доработка, отладка и оптимизация существующих программ. Анализ и решение сложных технических проблем.;"Python;PostgreSQL;Git;Django Framework;ООП";0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
11;39;33598900;Python developer;Новосибирск;5;0;Jar Soft;0.0;"Несколько лет мы работаем над системой показа рекламы для крупного иностранного заказчика. Система позволяет обрабатывать до 1 млн запросов в секунду. Очень важной частью системы является предсказание поведение пользователя на основе моделей машинного обучения. Здесь активно используется Python. Наши задачи: 1. Построение pipeline обработки данных 2. Интеграция готовых моделей машинного обучение в продакшн. 3. Разработка инструментов разработчика для оптимизации моделей машинного обучение. 4. Разработка сервиса мониторинга работы моделей Мы ожидаем от кандидата:   Уверенное знание языка Python   Опыт развертки и поддержки Python приложений   Опыт работы с SQL/NOSQL БД.   Знание алгоритмов и структур данных   Большим плюсом будет являться:   Опыт с AWS   Знание основ машинного обучения.   Опыт работы с инструментами BigData   Мы предлагаем:   Работа в комфортном и современном офисе в технопарке Академгородка;   Мощное железо;   Помощь иногородним при переезде.  ";"   Работа в комфортном и современном офисе в технопарке Академгородка;   Мощное железо;   Помощь иногородним при переезде.  ";Уверенное знание языка Python. Опыт развертки и поддержки Python приложений. Опыт работы с SQL/NOSQL БД. Знание алгоритмов и структур...;Интеграция готовых моделей машинного обучение в продакшн. 3. Разработка инструментов разработчика для оптимизации моделей машинного обучение. 4. Разработка сервиса мониторинга...;"Python;ML;SQL";0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1
12;64;34093502;Junior Python-разработчик;Екатеринбург;2;0;NAUMEN;0.03333333333333333;"Naumen – один из IT-лидеров в России*. С 2001 года мы разрабатываем и внедряем интеллектуальные системы и сервисы, которые приносят пользу бизнесу и государству в реальной жизни, а не «на бумаге». Нашими ИТ-продуктами пользуются крупнейшие компании России, входящие в топ-500, из разных отраслей: энергетика, финансовый сектор, телекоммуникации, промышленность, ритейл и госструктуры. Мы амбициозны и не останавливаемся на достигнутом: ежегодно оборот Naumen растет на 30%, количество сотрудников увеличивается на 17%, открываются новые офисы компании. * ТОП-10 крупнейших разработчиков ПО по числу инсталляций в РФ (по версии TAdviser), разработчик №1 в России в сегменте аутсорсинговых контакт-центров (по версии iKS-Consulting) и входим в ТОП-10 IT-работодателей России (по версии HeadHunter). Мы ищем Junior Python-разработчика в команду разработки продукта Naumen Contact Center. Naumen Contact Center (ранее Naumen Phone) – полнофункциональное программное решение для построения крупных и средних контактных центров. В состав решения входит коммуникационная платформа с компонентом Omni-Channel, информационная система управления проектами и прогнозирования рабочей нагрузки (WFM), а также автоматизированные рабочие места оператора и супервизора. Нашими клиентами являются: ИнтерРАО ЕС, Спортмастер, Банк Россия, Мосэнергосбыт, Moldtelecom. Платформа Naumen Contact Center включена в глобальный отчет Gartner. Обязанности:  поддержка backend компонент Naumen Сontact Сenter; разработка новых функциональных возможностей; разработка новых компонентов.  Требования:  опыт разработки на Python; знание классических алгоритмов и структур данных; умение разбираться в чужом коде.  Будет большим плюсом, если у вас есть:  опыт работы с SQLAlchemy; опыт работы с Twisted; опыт администрирования *nix; опыт работы с Git; опыт работы с реляционными базами данных опыт разработки и оптимизации асинхронных многопоточных программ; опыт разработки сетевых приложений; опыт разработки на C++.  В Naumen есть все условия для профессионального развития молодых специалистов:  у тебя будет опытный наставник. Он поможет адаптироваться в команде и к рабочему процессу; сможешь вырасти от стажера или junior’а до профи за 1 год; будешь развиваться в атмосфере поддержки и дружелюбия, а не жесткой конкуренции; сможешь работать в команде над реальным продуктом; будешь участвовать во внешних и внутренних конференциях, в митапах, и проходить профессиональное обучение; ты сможешь пользоваться bookcrossing, мы приобретаем необходимую профессиональную литературу; сможешь выбрать удобный для себя график работы, чтобы совмещать с учебой. И все с минимумом бюрократии; посетишь яркие корпоративы, мы поздравим с календарными и профессиональными праздниками; поддержим твою любовь к спорту: есть своя волейбольная команда, команды по кикеру, велопрогулки, участвуем в Спартакиаде айтишников; оценишь современный и комфортный офис (Татищева). В офисе оборудованы комната активного отдыха (настольный теннис, настольный футбол, тренажеры, массажное кресло), душевая кабина. Есть корпоративное кафе, кофе-поинты с разнообразными перекусами. Сможешь пользоваться велопарковкой в подземном паркинге. ";;Опыт разработки на Python. Знание классических алгоритмов и структур данных. Умение разбираться в чужом коде. Опыт работы с SQLAlchemy. ;Поддержка backend компонент Naumen Сontact Сenter. Разработка новых функциональных возможностей. Разработка новых компонентов.;"Python;PostgreSQL;Git;Django Framework;ООП";0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
13;28;34039951;Программист Python;Омск;4;0;Театральный эксклюзив;0.4666666666666667;"Обязанности:  Разработка сайтов по продаже билетов на культурно-развлекательные и спортивные мероприятия; Верстка и программирование по готовому дизайну; Привязка интерактивных схем на сайты; Разработка схем с возможностью выбора билетов по местам; Подключение виджетов к мероприятиям; Настройка парсингов; Подключение токенов оплаты, через систему Сбербанк.  Требования:  Четкое выполнение сроков поставленных задач; Стремление решать задачи любой сложности.  Условия:  Удаленная работа; Сдельная оплата труда. ";"  Удаленная работа; Сдельная оплата труда. ";Четкое выполнение сроков поставленных задач. Стремление решать задачи любой сложности.;Разработка сайтов по продаже билетов на культурно-развлекательные и спортивные мероприятия. Верстка и программирование по готовому дизайну. Привязка интерактивных схем...;"CSS3;Adobe Photoshop;HTML5;CorelDRAW;HTML;Веб-программирование;Пользователь ПК;Python";0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1
14;97;32649120;Senior Python developer;Омск;4;0;ЦИАН ГРУПП;0.13333333333333333;"ЦИАН – лидирующий на рынке маркетплейс по недвижимости России (по данным LiveInternet за январь 2018 года). Мы помогаем найти жилье более чем 11 миллионам посетителей ежемесячно. ЦИАН пятый год подряд входит в двадцатку самых дорогих компаний Рунета по версии журнала Forbes. Мы каждый день работаем над тем, чтобы наш сервис был полезен, удобен и надежен для любого сегмента наших пользователей. Поэтому мы ищем амбициозных людей, кто сможет предложить свои идеи и захочет воплотить в жизнь уже существующие. Пару слов о проекте: Мы сейчас движемся от монолитной архитектуры (Python 2.7  Django) в сторону микросервисов (Python 3 + Tornado). Есть возможность получить опыт работы с асинхронностью, поучаствовать в построении архитектуры микросервисов, решать задачи по повышению производительности. С чем предстоит работать:  В микросервисах (б0льшая часть задач): Python 3.6 и Tornado 4 В старой части - монолите - Python 2.7 и Django (его последовательно переводим на SOA архитектуру, где критично - оптимизируем производительность) На серверах Debian. Используем RabbitMQ, Cassandra, ElasticSearch Постоянно совершенствуемый Continuous Delivery. Уважение к unit-тестам. Неизменно: утренние короткие стенд-апы, недельные итерации и еженедельное планирование, код-ревью, еженедельная ретроспектива.  Требования:  Опыт коммерческой разработки на Python (Django\Tornado и т.д.) от 3 лет; Знание паттернов проектирования; Хорошее знание SQL; Умение писать юнитесты (pytest); Умение оптимизировать производительность приложения и базы данных; Знание Unix/Linux; Общее представление о верстке и js (самому верстать/писать не нужно); Понимать суть задачи и вносить минимальные необходимые изменения (без “переписать всё”). Личные качества:  Self-management; Нацеленность на результат; Умение четко и ясно излагать свои мысли; Ответственность; Важна скорость реакции и умение быстро переключать контекст; Умение добиваться поставленных целей в сжатые сроки    Работа в ЦИАН - это:  Удаленная работа, оформление по ТК 5 day off в год Профессиональный рост (ЛПР, оплачиваемое обучение, посещение конференций, корпоративная библиотека) Мы любим веселиться (2 больших корпоратива в год + квартальные вечеринки в офисе) ";;Опыт коммерческой разработки на Python (Django\Tornado и т.д.) от 3 лет. Знание паттернов проектирования. Хорошее знание SQL. ;В старой части - монолите - Python 2.7 и Django (его последовательно переводим на SOA архитектуру, где критично - оптимизируем производительность). ;"Python;PostgreSQL;Git;Django Framework;ООП";0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
15;98;33268408;Программист (Python);Самара;4;0;Открытый код;0.03333333333333333;"Компания Открытый код- это команда квалифицированных специалистов, профессионалов своего дела, ставящие перед собой амбициозные задачи и с блеском справляющиеся с реализацией запланированного. Если Вы инициативны, ориентированы на достижение лучших результатов, готовы искать наиболее эффективное решение любой поставленной задачи и при этом обладаете необходимыми для работы навыками и способностями, мы приглашаем Вас в нашу команду!   От Вас:   2+ года опыта разработки Python   Знание методов сбора статистики, анализа текстов   Опыт работы с нейронными сетями   Приветствуется опыт разработки фронтенда (JS, CSS, jQuery, Angular, Vue.js и т. п.)   Что мы предлагаем:  возможность получения опыта в полном цикле работ по созданию решений от сбора требований заказчика, проектирования архитектуры системы до ввода в эксплуатацию и внедрения конечного продукта; современный стек технологий; удобные рабочие места в современном офисе в центре города с видом на Волгу (офисный центр Галактика, ул. Ярмарочная), место и время для отдыха в течение дня; 5-дневная рабочая неделя. Возможен гибкий график работы (в разумных пределах); оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет ( корпоративный спорт, культурные мероприятия, занятия английским языком в офисе компании) ; уровень дохода обсуждается в зависимости от компетенции соискателя; интересные, сложные задачи, высокая степень самостоятельности; перспектива карьерного и профессионального роста; работа в дружной команде профессионалов; заслуженные плюшки и ништяки!   ";;От Вас: 2+ года опыта разработки Python. Знание методов сбора статистики, анализа текстов. Опыт работы с нейронными сетями. ;Возможность получения опыта в полном цикле работ по созданию решений от сбора требований заказчика, проектирования архитектуры системы до ввода в...;"Python;Нейронные сети;Big Data;Spark;Hadoop;Machine learning";0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1
16;47;34241911;Python developer (Middle) / Python разработчик;Казань;3;3;ОПТИМУС ПРАЙМ;0.06666666666666667;"В IT-компанию ищем Python-разработчика для работы над проектом автоматизации маркетинговой аналитики. Стек технологий:Python 3, Docker, Celery, Redis, MySQL, PgSQL. Мы ищем Python-разработчика, который:- уверенно владеет Python, опыт разработки от 2 лет;- Понимает основные структуры данных, алгоритмов.- Имеет опыт работы с SQLAlchemy.- Имеет опыт в написании тестов.- Уверенно знает SQL (написание сложных запросов).- Продвинутый пользователь Linux и shell- Имеет хорошую теоретическую базу по ООП.- Работает с Git. Будет преимуществом, если у тебя есть: Опыт работы с BI системами и разработкой OLAP-кубов. Условия ​​​​​- Работа над интересными проектами- Уютный офис в центре Казани(возможна удаленная занятость)- Дружный и высококвалифицированный коллектив- Перспективы карьерного роста и профессионального развития в молодой компании";;уверенно владеет Python, опыт разработки от 2 лет. - Понимает основные структуры данных, алгоритмов. - Имеет опыт работы с SQLAlchemy. - ;;"Python;Git;MySQL;ООП;Linux;PostgreSQL;Olap (online analytical processing);Cистемы управления базами данных";0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;0;1
17;69;33786465;Разработчик Python;Казань;3;3;DataVision Studio;0.06666666666666667;"Обязанности:  создание новых приложений и поддержка, интеграция, оптимизация существующих приложений и сервисов.  Требования:  уверенное владение Python, опыт разработки от 2 лет; знание модулей pyMongo, python-etcd, python-minio, python-kafka, requests; знание структур данных и операций с ними; опыт работы с *nix системами; опыт работы с Docker и понимание принципов работы Kubernetes будет плюсом.  Условия:  работа удаленно; оформление по ТК РФ; конкурентная заработная плата (по итогам собеседования); возможность поучаствовать в проекте в самом начале его разработки; дружелюбная рабочая среда и отличная команда; возможность профессионального роста. ";"  работа удаленно; оформление по ТК РФ; конкурентная заработная плата (по итогам собеседования); возможность поучаствовать в проекте в самом начале его разработки; дружелюбная рабочая среда и отличная команда; возможность профессионального роста. ";Уверенное владение Python, опыт разработки от 2 лет. Знание модулей pyMongo, python-etcd, python-minio, python-kafka, requests. ;Создание новых приложений и поддержка, интеграция, оптимизация существующих приложений и сервисов.;Python;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0
18;78;34196492;Программист Python;Тюмень;2;3;Тюменский расчетно-информационный центр;0.13333333333333333;О вакансии: Разработка бизнес-системы с использованием веб-технологий.Автоматизация сервисов с большим количеством пользователей. Обязательно:  Знание синтаксиса языка Python Опыт разработки на Python не менее 1 года Базовые знания принципов работы Web Желание работать в команде и развиваться  Приветствуется:  Навыки работы с Flask Опыт работы с БД: PostgreSQL, MS SQL, MongoDB Опыт разработки под ОС семейства GNU Linux Работа с системами управления исходным кодом (Git, Mercurial) Знания базовых принципов разработки (тестирование, рефакторинг, Code Review)  Будет круто, но не обязательно:  Знание английского языка на уровне чтения технической документации Участие в разработке Open Source проектов Наличие профиля на GitHub, Stack Overflow Наличие проектов которые можете продемонстрировать Разработка с использованием TypeScript, знание современных frontend-бибилотек и подходов к разработке.  У нас:  Полный рабочий день, гибкий обед по желанию сотрудника, гибкое время начала рабочего дня Полностью «белая» заработная плата с возможностью увеличения в процессе работы (зависит от отдачи сотрудника) Добровольное медицинское страхование Дружелюбная команда с юмором, готовая поддержать Интересный проект и необычные задачи. Нет, если думаете, что рутины нет, она есть, но нацелены мы именно на продуктив Возможность одновременно участвовать в разных проектах и развивать другие компетенции (JS и все модное) По желанию: один день в неделю - удаленная работа Никаких опенспейсов, а комфортное пространство в центре Тюмени Готовы безгранично делиться опытом при условии, что вы готовы принимать  Если у вас есть опыт работы с 1С, то эта вакансия не для вас. Даже не пытайтесь.Если вакансия вас заинтересовала, но есть какие-то недопонимания и вопросы, приходите, обсудим, договоримся.;;Обязательно: Знание синтаксиса языка Python. Опыт разработки на Python не менее 1 года. Базовые знания принципов работы Web. ;Разработка бизнес-системы с использованием веб-технологий. Автоматизация сервисов с большим количеством пользователей. Дружелюбная команда с юмором, готовая поддержать.;"Python;Linux;Git;MongoDB";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1
19;83;30086023;Python developer;Тюмень;2;3;БАРС Груп;0.13333333333333333;"Компания «БАРС Груп» приглашает разработчика Python.   Мы ждем от кандидата:  Опыт работы от года на Python (приветствуется опыт в Django); Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL; Базовые знания JavaScript (приветствуется опыт в ExtJS); Базовые знания верстки(HTML/CSS) Желание работать над большими и интересными проектами с тысячами пользователей; Самостоятельность, ответственность, быстрая обучаемость.    Мы используем в разработке:  Django и ExtJS для реализации Rich Internet Application; Python для широкого круга задач: от скриптинга до реализации паттернов проектирования, DI, IoC и слабосвязных архитектур; Continuous Integration: Jenkins; Source control: git; Task tracking: Jira; Итерационный подход к выпуску релизов; Тестирование: unittest, behave, selenium, etc; ОС и IDE на выбор разработчика.    Мы предлагаем:  Комфортный офис ; Позитивная атмосфера, молодой коллектив; Широкие возможности профессионального и карьерного роста; Официальное трудоустройство, белая зарплата, регулярно повышающаяся по гибкой системе грейдов и аттестаций; Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека; Иногородним кандидатам предоставляем комфортные условия для переезда. ";"  Комфортный офис ; Позитивная атмосфера, молодой коллектив; Широкие возможности профессионального и карьерного роста; Официальное трудоустройство, белая зарплата, регулярно повышающаяся по гибкой системе грейдов и аттестаций; Обучение: тренинги, мастер-классы внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека; Иногородним кандидатам предоставляем комфортные условия для переезда. ";Опыт работы от года на Python (приветствуется опыт в Django);. Опыт работы с реляционными СУБД: PostgreSQL, Oracle, MySQL. ;Мы используем в разработке: Тестирование: unittest, behave, selenium, etc. ОС и IDE на выбор разработчика.;"Python;PostgreSQL;Git;Django Framework;ООП";1;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0
